feature,feature_group,source_property,source_file,data_type,non_missing_count,complete_on_dataset,unique_values,used_in_model2,notes
morgan1024_0878,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0879,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0880,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0881,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0882,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0883,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0884,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0885,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0886,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0887,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0888,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0889,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0890,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0891,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0892,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0893,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0894,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0895,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0896,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0897,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0898,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0899,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0900,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0901,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0902,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0903,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0904,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0905,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0906,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0907,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0908,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0909,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0910,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0911,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0912,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0913,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0914,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0915,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0916,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0917,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0918,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0919,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0920,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0921,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0922,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0923,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0924,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0925,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0926,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0927,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0928,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0929,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0930,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0931,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0932,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0933,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0934,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0935,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0936,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0937,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0938,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0939,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0940,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0941,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0942,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0943,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0944,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0945,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0946,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0947,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0948,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0949,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0950,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0951,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0952,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0953,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0954,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0955,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0956,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0957,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0958,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0959,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0960,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0961,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0962,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0963,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0964,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0965,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0966,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0967,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0968,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0969,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0970,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0971,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0972,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0973,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0974,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0975,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0976,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0977,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0978,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0979,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0980,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0981,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0982,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0983,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0984,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0985,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0986,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0987,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0988,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0989,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0990,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0991,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0992,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0993,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0994,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0995,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0996,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0997,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0998,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_0999,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_1000,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_1001,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_1002,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_1003,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_1004,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_1005,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_1006,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
morgan1024_1007,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,2,true,Structure-derived from the source SMILES after identity verification.
morgan1024_1008,morgan,"RDKit Morgan radius=2, 1024 bit, chirality=True",作图/作图/2-基于衍生数据库的虚拟筛选/数据/VSW.csv,binary,17,true,1,true,Structure-derived from the source SMILES after identity verification.
