compound_id,canonical_smiles,target,protein_id,organism,activity_type,activity_value,unit,dataset_layer,data_source,reference,label_confidence
WSA264,CCN1CCC=NC(SCc2ccccc2)=C2C=CC(CCNC2)CC1,whole cell,,Acinetobacter baumannii ATCC 17978,MIC,>128,ug/mL,layer_2_atp_synthase_specific,Literature (ACS Omega 2025),"DOI=10.1021/acsomega.5c06380 | year=2025 | title=Synthesis and Evaluation of Pyridine-Based Antibacterial Agents that Inhibit ATP Synthase in Acinetobacter baumannii | assay_note=broth microdilution, CLSI",medium_source_traceable_unverified
CHEMBL321935,CC1=C(C(=O)OCOC(=O)C(C)(C)C)N2C(=O)[C@H]([C@@H](C)O)[C@H]2C1O,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,6.25,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm00163a048 | year=1990 | title=Cephalosporins to carbapenems: 1-oxygenated carbapenems and carbapenams. | assay_note=In vitro minimal inhibitory concentration (MIC) in brain-heart infusion broth in the presence of hog liver esterase(1:1.5) in Escherichia coli 266,medium_source_traceable_unverified
CHEMBL321935,CC1=C(C(=O)OCOC(=O)C(C)(C)C)N2C(=O)[C@H]([C@@H](C)O)[C@H]2C1O,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,6.25,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm00163a048 | year=1990 | title=Cephalosporins to carbapenems: 1-oxygenated carbapenems and carbapenams. | assay_note=In vitro minimal inhibitory concentration (MIC) in brain-heart infusion broth in the presence of hog liver esterase(1:1.5) in Escherichia coli 129,medium_source_traceable_unverified
CHEMBL14971,CC(C)(C)n1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,0.06,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm00123a005 | year=1989 | title=Fluoronaphthyridines and quinolones as antibacterial agents. 1. Synthesis and structure-activity relationships of new 1-substituted derivatives. | assay_note=In vitro antibacterial activity against Escherichia coli (A 15119),medium_source_traceable_unverified
CHEMBL355972,CC(C)(C)n1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)c(F)c21,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,0.06,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm00123a005 | year=1989 | title=Fluoronaphthyridines and quinolones as antibacterial agents. 1. Synthesis and structure-activity relationships of new 1-substituted derivatives. | assay_note=In vitro antibacterial activity against Escherichia coli (A 15119),medium_source_traceable_unverified
CHEMBL326409,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2SC(c2ccc(F)cc2)C4)CC1,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,8.0,ug/mL,layer_1_general_antibacterial,ChEMBL,"DOI=10.1021/jm00074a028 | year=1993 | title=Quinolinecarboxylic acids. 3. Synthesis and antibacterial evaluation of 2-substituted-7-oxo-2,3-dihydro-7H-pyrido[1,2,3-de] [1,4]benzothiazine-6-carboxylic acids related to rufloxacin. | assay_note=Minimal inhibitory concentration against Escherichia coli ISF 432 strain",medium_source_traceable_unverified
CHEMBL927,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,0.25,ug/mL,layer_1_general_antibacterial,ChEMBL,"DOI=10.1021/jm950886v | year=1996 | title=Synthesis and structure-activity relationship of (lactamylvinyl)cephalosporins exhibiting activity against staphylococci, pneumococci, and enterococci. | assay_note=In vitro minimum inhibitory concentration required to produce antibacterial activity against Escherichia coli 25922",medium_source_traceable_unverified
CHEMBL440664,Nc1cc2c(=O)c(C(=O)O)cn(C3CC3)c2cc1NC1CC1,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,2.0,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm00006a017 | year=1995 | title=6-Aminoquinolones: a new class of quinolone antibacterials? | assay_note=Tested in vitro for inhibitory activity against gram negative bacteria Escherichia coli ATCC 8739 cell lines,medium_source_traceable_unverified
CHEMBL440664,Nc1cc2c(=O)c(C(=O)O)cn(C3CC3)c2cc1NC1CC1,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,4.0,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm00006a017 | year=1995 | title=6-Aminoquinolones: a new class of quinolone antibacterials? | assay_note=Tested in vitro for inhibitory activity against gram negative bacteria Escherichia coli ISF 432 strain.,medium_source_traceable_unverified
CHEMBL262916,CN1CCN(c2cc3c(cc2N)c(=O)c(C(=O)O)cn3C2CC2)CC1,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,0.25,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm00006a017 | year=1995 | title=6-Aminoquinolones: a new class of quinolone antibacterials? | assay_note=Tested in vitro for inhibitory activity against gram negative bacteria Escherichia coli ATCC 8739 strain at 25 ug/mL,medium_source_traceable_unverified
CHEMBL262916,CN1CCN(c2cc3c(cc2N)c(=O)c(C(=O)O)cn3C2CC2)CC1,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,0.03,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm00006a017 | year=1995 | title=6-Aminoquinolones: a new class of quinolone antibacterials? | assay_note=Tested in vitro for inhibitory activity against gram negative bacteria Escherichia coli ISF 432 strain at 25 ug/mL,medium_source_traceable_unverified
CHEMBL15361,O=C(O)c1cn(C2CCC2)c2cc(N3CCNCC3)c(F)cc2c1=O,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,0.13,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm00123a005 | year=1989 | title=Fluoronaphthyridines and quinolones as antibacterial agents. 1. Synthesis and structure-activity relationships of new 1-substituted derivatives. | assay_note=In vitro antibacterial activity against Escherichia coli (A 15119),medium_source_traceable_unverified
CHEMBL368400,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3ccc(O)cc3)C2OC1,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,0.39,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm00133a018 | year=1981 | title=1-Oxacephalosporins: enhancement of beta-lactam reactivity and antibacterial activity. | assay_note=Inhibitory concentration of compound was tested against gram negative Escherichia coli H organism.,medium_source_traceable_unverified
CHEMBL368400,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3ccc(O)cc3)C2OC1,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,0.78,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm00133a018 | year=1981 | title=1-Oxacephalosporins: enhancement of beta-lactam reactivity and antibacterial activity. | assay_note=Inhibitory concentration of compound was tested against gram negative Escherichia coli NIH JC-2.,medium_source_traceable_unverified
CHEMBL176909,CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)COC23)c2ccc(OC(N)=O)cc2)C(=O)C1=O,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,12.5,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm00133a018 | year=1981 | title=1-Oxacephalosporins: enhancement of beta-lactam reactivity and antibacterial activity. | assay_note=Inhibitory concentration of compound was tested against gram negative Escherichia coli 73.,medium_source_traceable_unverified
CHEMBL118015,O=C(O)c1cn2c3c(c(N4CCNCC4)c(F)cc3c1=O)SC(c1ccc(F)cc1)C2,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,2.0,ug/mL,layer_1_general_antibacterial,ChEMBL,"DOI=10.1021/jm00074a028 | year=1993 | title=Quinolinecarboxylic acids. 3. Synthesis and antibacterial evaluation of 2-substituted-7-oxo-2,3-dihydro-7H-pyrido[1,2,3-de] [1,4]benzothiazine-6-carboxylic acids related to rufloxacin. | assay_note=Minimal inhibitory concentration against Escherichia coli ISF 432 strain",medium_source_traceable_unverified
CHEMBL427131,C[C@@H]1CN(c2cc3c(cc2N)c(=O)c(C(=O)O)cn3C2CC2)C[C@H](C)N1,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,0.03,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm00006a017 | year=1995 | title=6-Aminoquinolones: a new class of quinolone antibacterials? | assay_note=Tested in vitro for inhibitory activity against gram negative bacteria Escherichia coli ATCC 8739 strain,medium_source_traceable_unverified
CHEMBL427131,C[C@@H]1CN(c2cc3c(cc2N)c(=O)c(C(=O)O)cn3C2CC2)C[C@H](C)N1,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,0.03,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm00006a017 | year=1995 | title=6-Aminoquinolones: a new class of quinolone antibacterials? | assay_note=Tested in vitro for inhibitory activity against gram negative bacteria Escherichia coli ISF 432 strain.,medium_source_traceable_unverified
CHEMBL430754,CC(=O)NC1CCN(c2cc3c(cc2N)c(=O)c(C(=O)O)cn3C2CC2)C1,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,4.0,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm00006a017 | year=1995 | title=6-Aminoquinolones: a new class of quinolone antibacterials? | assay_note=Tested in vitro for inhibitory activity against gram negative bacteria Escherichia coli ATCC 8739 strain,medium_source_traceable_unverified
CHEMBL430754,CC(=O)NC1CCN(c2cc3c(cc2N)c(=O)c(C(=O)O)cn3C2CC2)C1,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,4.0,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm00006a017 | year=1995 | title=6-Aminoquinolones: a new class of quinolone antibacterials? | assay_note=Tested in vitro for inhibitory activity against gram negative bacteria Escherichia coli ISF 432 strain.,medium_source_traceable_unverified
CHEMBL41546,NC(N)=NCCC[C@H](NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)OCc1ccccc1,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,75.0,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm0340039 | year=2003 | title=The pharmacophore of short cationic antibacterial peptides. | assay_note=Minimum inhibitory concentration against Escherichia coli,medium_source_traceable_unverified
CHEMBL97864,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2C(O)[C@H](C)[C@@H]3C(=O)OCOC(=O)C(C)(C)C)c2ccccc2)C(=O)C1=O,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,6.25,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm00163a048 | year=1990 | title=Cephalosporins to carbapenems: 1-oxygenated carbapenems and carbapenams. | assay_note=In vitro minimal inhibitory concentration (MIC) in brain-heart infusion broth in the presence of hog liver esterase(1:1.5) in Escherichia coli 266,medium_source_traceable_unverified
CHEMBL326551,Cn1cc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CCNCC4)cc32)c([N+](=O)[O-])c1,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,100.0,ug/mL,layer_1_general_antibacterial,ChEMBL,"DOI=10.1021/jm00097a004 | year=1992 | title=Synthesis and antibacterial activity of 1-(substituted pyrrolyl)-7-(substituted amino)-6-fluoro-1,4-dihydro-4-oxo-3- quinolinecarboxylic acids. | assay_note=In vitro antibacterial activity against Escherichia coli ATCC 25922.",medium_source_traceable_unverified
CHEMBL45779,Nc1cc2c(=O)c(C(=O)O)cn(-c3ccc(F)cc3)c2cc1N1CCSCC1,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,0.06,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm00006a017 | year=1995 | title=6-Aminoquinolones: a new class of quinolone antibacterials? | assay_note=Tested in vitro for inhibitory activity against gram negative bacteria Escherichia coli ATCC 8739 strain,medium_source_traceable_unverified
CHEMBL45779,Nc1cc2c(=O)c(C(=O)O)cn(-c3ccc(F)cc3)c2cc1N1CCSCC1,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,0.03,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm00006a017 | year=1995 | title=6-Aminoquinolones: a new class of quinolone antibacterials? | assay_note=Tested in vitro for inhibitory activity against gram negative bacteria Escherichia coli ISF 432 strain.,medium_source_traceable_unverified
CHEMBL317237,CC(=O)Oc1cccc(C(=O)N(C)CCCN(CC(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)c2ccccc2)C(=O)c2cccc(OC(C)=O)c2OC(C)=O)c1OC(C)=O,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,0.02,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm010546b | year=2002 | title=Highly antibacterial active aminoacyl penicillin conjugates with acylated bis-catecholate siderophores based on secondary diamino acids and related compounds. | assay_note=In vitro antibacterial activity against ATCC 25922 strain of Escherichia coli,medium_source_traceable_unverified
CHEMBL322159,CC(=O)Oc1cccc(C(=O)Nc2cc(NC(=O)c3cccc(OC(C)=O)c3OC(C)=O)cc(C(=O)NC(C(=O)NC3C(=O)N4C3SC(C)(C)C4C(=O)O)c3ccccc3)c2)c1OC(C)=O,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,100.0,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm010546b | year=2002 | title=Highly antibacterial active aminoacyl penicillin conjugates with acylated bis-catecholate siderophores based on secondary diamino acids and related compounds. | assay_note=In vitro antibacterial activity against ATCC 25922 strain of Escherichia coli,medium_source_traceable_unverified
CHEMBL289385,NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,15.0,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm0340039 | year=2003 | title=The pharmacophore of short cationic antibacterial peptides. | assay_note=Minimum inhibitory concentration against Escherichia coli,medium_source_traceable_unverified
CHEMBL368062,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)C(O)c3ccccc3)C2OC1,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,0.05,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm00133a018 | year=1981 | title=1-Oxacephalosporins: enhancement of beta-lactam reactivity and antibacterial activity. | assay_note=Inhibitory concentration of compound was tested against gram negative Escherichia coli H organism.,medium_source_traceable_unverified
CHEMBL368062,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)C(O)c3ccccc3)C2OC1,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,0.05,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm00133a018 | year=1981 | title=1-Oxacephalosporins: enhancement of beta-lactam reactivity and antibacterial activity. | assay_note=Inhibitory concentration of compound was tested against gram negative Escherichia coli NIH JC-2.,medium_source_traceable_unverified
CHEMBL61340,C/C(N)=N\CCO[C@H]1CCC[C@H]2C1=C(C(=O)[O-])N1C(=O)[C@H]([C@@H](C)O)[C@@H]21.[Na+],whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,1000.0,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1016/0960-894X(96)00358-7 | year=1996 | title=Synthesis and biological evaluation of 4-alkoxysubstituted trinems. Part II | assay_note=In vitro antibacterial activity against Escherichia coli 1850E strain and compared to imipenem,medium_source_traceable_unverified
CHEMBL61340,C/C(N)=N\CCO[C@H]1CCC[C@H]2C1=C(C(=O)[O-])N1C(=O)[C@H]([C@@H](C)O)[C@@H]21.[Na+],whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,500.0,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1016/0960-894X(96)00358-7 | year=1996 | title=Synthesis and biological evaluation of 4-alkoxysubstituted trinems. Part II | assay_note=In vitro antibacterial activity against Escherichia coli 1919E beta-lactamase producing strain and compared to imipenem,medium_source_traceable_unverified
CHEMBL326567,CC1Cn2cc(C(=O)O)c(=O)c3cc(F)c(N4CCN(Cc5ccccc5C(F)(F)F)CC4)c(c32)S1,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,8.0,ug/mL,layer_1_general_antibacterial,ChEMBL,"DOI=10.1021/jm00074a028 | year=1993 | title=Quinolinecarboxylic acids. 3. Synthesis and antibacterial evaluation of 2-substituted-7-oxo-2,3-dihydro-7H-pyrido[1,2,3-de] [1,4]benzothiazine-6-carboxylic acids related to rufloxacin. | assay_note=Minimal inhibitory concentration against Escherichia coli ISF 432 strain",medium_source_traceable_unverified
CHEMBL52661,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(/C=C3\CCN(CC(F)(F)F)C3=O)CS[C@H]12)c1csc(N)n1,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,0.25,ug/mL,layer_1_general_antibacterial,ChEMBL,"DOI=10.1021/jm950886v | year=1996 | title=Synthesis and structure-activity relationship of (lactamylvinyl)cephalosporins exhibiting activity against staphylococci, pneumococci, and enterococci. | assay_note=In vitro minimum inhibitory concentration required to produce antibacterial activity against Escherichia coli 25922",medium_source_traceable_unverified
CHEMBL47886,CN1CCN(c2nc3c(cc2N)c(=O)c(C(=O)O)cn3C2CC2)CC1,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,0.12,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm00006a017 | year=1995 | title=6-Aminoquinolones: a new class of quinolone antibacterials? | assay_note=Tested in vitro for inhibitory activity against gram negative bacteria Escherichia coli ATCC 8739 cell lines at 25 ug/mL,medium_source_traceable_unverified
CHEMBL47886,CN1CCN(c2nc3c(cc2N)c(=O)c(C(=O)O)cn3C2CC2)CC1,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,0.03,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm00006a017 | year=1995 | title=6-Aminoquinolones: a new class of quinolone antibacterials? | assay_note=Tested in vitro for inhibitory activity against gram negative bacteria Escherichia coli ISF 432 cell lines at 25 ug/mL,medium_source_traceable_unverified
CHEMBL46266,CN1CCN(c2cc3c(cc2N)c(=O)c(C(=O)O)cn3C(C)(C)C)CC1,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,0.06,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm00006a017 | year=1995 | title=6-Aminoquinolones: a new class of quinolone antibacterials? | assay_note=Tested in vitro for inhibitory activity against gram negative bacteria Escherichia coli ATCC 8739 cell lines at 25 ug/mL,medium_source_traceable_unverified
CHEMBL46266,CN1CCN(c2cc3c(cc2N)c(=O)c(C(=O)O)cn3C(C)(C)C)CC1,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,0.06,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm00006a017 | year=1995 | title=6-Aminoquinolones: a new class of quinolone antibacterials? | assay_note=Tested in vitro for inhibitory activity against gram negative bacteria Escherichia coli ISF 432 cell lines at 25 ug/mL,medium_source_traceable_unverified
CHEMBL347110,O=C(O)c1cn(C2(c3ccccc3)CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,0.13,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm00123a005 | year=1989 | title=Fluoronaphthyridines and quinolones as antibacterial agents. 1. Synthesis and structure-activity relationships of new 1-substituted derivatives. | assay_note=In vitro antibacterial activity against Escherichia coli (A 15119),medium_source_traceable_unverified
CHEMBL6259,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,0.39,ug/mL,layer_1_general_antibacterial,ChEMBL,"DOI=10.1021/jm00097a004 | year=1992 | title=Synthesis and antibacterial activity of 1-(substituted pyrrolyl)-7-(substituted amino)-6-fluoro-1,4-dihydro-4-oxo-3- quinolinecarboxylic acids. | assay_note=In vitro antibacterial activity against Escherichia coli ATCC 25922.",medium_source_traceable_unverified
CHEMBL777,O=C(O)[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,32.0,ug/mL,layer_1_general_antibacterial,ChEMBL,"DOI=10.1021/jm00144a034 | year=1981 | title=Synthesis and beta-lactamase inhibitory properties of 2 beta-(chloromethyl)-2 alpha-methylpenam-3 alpha-carboxylic acid 1,1-dioxide. | assay_note=Minimum inhibitory activity against Escherichia coli A9675",medium_source_traceable_unverified
CHEMBL777,O=C(O)[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,32.0,ug/mL,layer_1_general_antibacterial,ChEMBL,"DOI=10.1021/jm00144a034 | year=1981 | title=Synthesis and beta-lactamase inhibitory properties of 2 beta-(chloromethyl)-2 alpha-methylpenam-3 alpha-carboxylic acid 1,1-dioxide. | assay_note=Minimum inhibitory activity against Escherichia coli A21223",medium_source_traceable_unverified
CHEMBL43708,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12.O,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,0.5,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1016/0960-894X(96)00061-3 | year=1996 | title=Synthesis and biological activity of novel tricyclic -lactams | assay_note=In vitro antibacterial activity against Escherichia coli 1850.,medium_source_traceable_unverified
CHEMBL416455,NCCSc1cc2c(cc1N)c(=O)c(C(=O)O)cn2C1CC1,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,1.0,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm00006a017 | year=1995 | title=6-Aminoquinolones: a new class of quinolone antibacterials? | assay_note=Tested in vitro for inhibitory activity against gram negative bacteria Escherichia coli ATCC 8739 strain,medium_source_traceable_unverified
CHEMBL416455,NCCSc1cc2c(cc1N)c(=O)c(C(=O)O)cn2C1CC1,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,1.0,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm00006a017 | year=1995 | title=6-Aminoquinolones: a new class of quinolone antibacterials? | assay_note=Tested in vitro for inhibitory activity against gram negative bacteria Escherichia coli ISF 432 strain.,medium_source_traceable_unverified
CHEMBL43525,N=C(N)NCCC[C@H](NC(=O)Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)OCc1ccccc1,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,150.0,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm0340039 | year=2003 | title=The pharmacophore of short cationic antibacterial peptides. | assay_note=Minimum inhibitory concentration against Escherichia coli,medium_source_traceable_unverified
CHEMBL275576,COC(=O)Oc1cccc2c(=O)n(CC(=O)Nc3cc(NC(=O)Cn4c(=O)oc5c(OC(=O)OC)cccc5c4=O)cc(C(=O)NC(C(=O)NC4C(=O)N5C4SC(C)(C)C5C(=O)O)c4ccccc4)c3)c(=O)oc12,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,25.0,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm010546b | year=2002 | title=Highly antibacterial active aminoacyl penicillin conjugates with acylated bis-catecholate siderophores based on secondary diamino acids and related compounds. | assay_note=In vitro antibacterial activity against ATCC 25922 strain of Escherichia coli,medium_source_traceable_unverified
CHEMBL278773,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCN)C[C@H]12,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,0.1,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm00163a048 | year=1990 | title=Cephalosporins to carbapenems: 1-oxygenated carbapenems and carbapenams. | assay_note=In vitro minimal inhibitory concentration (MIC) in brain-heart infusion broth in the presence of hog liver esterase(1:1.5) in Escherichia coli 266,medium_source_traceable_unverified
CHEMBL278773,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCN)C[C@H]12,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,0.39,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm00163a048 | year=1990 | title=Cephalosporins to carbapenems: 1-oxygenated carbapenems and carbapenams. | assay_note=In vitro minimal inhibitory concentration (MIC) in brain-heart infusion broth in the presence of hog liver esterase(1:1.5) in Escherichia coli 129,medium_source_traceable_unverified
CHEMBL115526,CC1Cn2cc(C(=O)O)c(=O)c3cc(F)c(N4CCN(Cc5ccc(F)cc5F)CC4)c(c32)S1,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,8.0,ug/mL,layer_1_general_antibacterial,ChEMBL,"DOI=10.1021/jm00074a028 | year=1993 | title=Quinolinecarboxylic acids. 3. Synthesis and antibacterial evaluation of 2-substituted-7-oxo-2,3-dihydro-7H-pyrido[1,2,3-de] [1,4]benzothiazine-6-carboxylic acids related to rufloxacin. | assay_note=Minimal inhibitory concentration against Escherichia coli ISF 432 strain",medium_source_traceable_unverified
CHEMBL54887,COc1cccc(CN2CC/C(=C\C3=C(C(=O)O)N4C(=O)[C@@H](NC(=O)/C(=N\O)c5csc(N)n5)[C@H]4SC3)C2=O)c1,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,2.0,ug/mL,layer_1_general_antibacterial,ChEMBL,"DOI=10.1021/jm950886v | year=1996 | title=Synthesis and structure-activity relationship of (lactamylvinyl)cephalosporins exhibiting activity against staphylococci, pneumococci, and enterococci. | assay_note=In vitro minimum inhibitory concentration required to produce antibacterial activity against Escherichia coli 25922",medium_source_traceable_unverified
CHEMBL826,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,whole-cell antibacterial activity (Escherichia coli),CHEMBL354,Escherichia coli,MIC,0.13,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm00123a005 | year=1989 | title=Fluoronaphthyridines and quinolones as antibacterial agents. 1. Synthesis and structure-activity relationships of new 1-substituted derivatives. | assay_note=In vitro antibacterial activity against Escherichia coli (A 15119),medium_source_traceable_unverified
